Provincia,Partido,,,Otros,"0,256 mbps",,,"0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,,,2 mbps,"2,2 mbps",,,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",,,"6,4 mbps",7 mbps,,,9 mbps,10 mbps,,12 mbps,13 mbps,14 mbps,,16 mbps,17 mbps,18 mbps,,20 mbps,21 mbps,,23 mbps,24 mbps,25 mbps,,"25,11 mbps","25,5 mbps",26 mbps,,31 mbps,32 mbps,,35 mbps,36 mbps,38 mbps,,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,,58 mbps,59 mbps,60 mbps,,62 mbps,64 mbps,,66 mbps,70 mbps,75 mbps,,80 mbps,82 mbps,83 mbps,,90 mbps,92 mbps,,100 mbps
SANTA FE,General Obligado,,82049160,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,,,800,,,,,,,398,,,,,,"1,297",,,,,785,,,81,,,1,556,,147,,,,,,,,"3,134",,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,"3,400"
,,San Antonio de Obligado,82049190,,,,6,,,,,,,,,,125,,,,,,132,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,,82049200,,,,,,,,,,,,,,103,,,,,,115,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Villa Ana,82049210,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Villa Guillermina,82049220,,,,1,,,,,,,,,,220,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,,,,,,1,,,,,,,,,,,,,,,"1,397",,,,,,,"2,255",,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Barrio Cicarelli,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Iriondo,Bustinza,82056020,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Iriondo,Cañada de Gómez,82056030,,,,,,,,42,,,1,,,,,1,,,,,,413,,,,512,,267,,,,,,3,,,,,,39,139,,,,,,,,,,18,,,,,,,,"5,330",,,,,,,,,,,,,,,,,,,,"1,590"
SANTA FE,Iriondo,Carrizales (Est. Clarke),,2,,,,,,,,,,,,,,,,,,393,,,,,45,,,,16,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,10,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Colonia Médici,82056060,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Correa,,,,,,,,,5,,,,,,1,,,,,,,,,,,,79,,"1,399",,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Iriondo,Larguía,82056080,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Oliveros,82056100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Iriondo,Pueblo Andino,82056110,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Salto Grande,,,,,,,,,,,,42,,,,,,,,269,,,,,145,,97,,,,,,,,,,23,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Serodino,,,,,,,,,2,,,,,,3,,,,,1,46,,,,124,,,,,,,21,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Iriondo,Totoras,82056140,,,,,,,,15,,,,,,,,,,,,69,,,,,,406,,,,,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Villa Eloísa,82056150,37,,,,,,,,,,19,,,,,,45,,,,,,,,,87,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Iriondo,Villa La Rivera (Pueblo Andino),82056170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Angel Gallardo,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Arroyo Aguiar,,1,,,,,,,1,,,,,,,,,,,,,,,,,,110,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,La Capital,Arroyo Leyes,82063030,,,,,,,,,,,355,,,310,,,,,232,,,,,115,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cabal,82063040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,,,,,,,,,,3,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Laguna Paiva,82063080,,,,,,,,,,,,,,72,,,,,,291,,2,,,,"1,382",,,,,61,,,,,163,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,La Capital,Llambi Campbell,82063090,,,,,,,,1,,,,,,8,,,,,,30,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Monte Vera,,,,,,,,,4,,,,,,,,,,,,65,,,,,,162,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nelson,82063110,,,,,,,,2,,,,,,5,,,,,,,,1,,,,364,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,,,,,,,,,,,,,,,,98,,,,,,331,,,,,,873,,,,,86,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,
,La Capital,San José del Rincón,82063160,,,,1,,,,,,,,,,541,,,,,738,442,,,,442,,,,,,,125,,,,,227,,,,,,,,,,71,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,24
SANTA FE,La Capital,Santa Fe,,17,2,,,2,,1,"1,281",,,324,,,,,23,110,,,"4,771",,,,357,,"9,190",,,,,,,,686,,,,,,,,,,,,"16,178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"32,151"
SANTA FE,La Capital,,,246,,,,,,,13,,,,,,17,,,,,246,,,,,,,4,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195
,,Sauce Viejo,82063190,,,,,,,,,,,,,,123,,,,,19,265,,,,,,505,,,,,73,,,,,110,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Cavour,82070010,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Elisa,,,,,,,,,,,,,,,,,,,,,,,45,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
,Las Colonias,Empalme San Carlos,82070040,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,,,1,,,,,,,,,,,,,202,,,,,414,630,,,,,,,,42,,,356,,,2,,13,,,,,135,,,,,2,,,,,,,,,,,,,"5,121",,,,,,,,,,,,,,,,,,,,"2,703"
SANTA FE,,Felicia,82070060,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Franck,82070070,,,,,,,,2,,,,,,,,,,,15,,,,,,,129,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161
SANTA FE,Las Colonias,,82070080,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Hipatia,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Las Colonias,Humboldt,82070100,,,,,,,,6,,,,,,,,,,,,,,,,,,220,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Las Colonias,La Pelada,82070120,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Las Tunas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,89,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,,,,,,,,,,,,,,,,,,,,,,113,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Matilde,82070150,,,,,,,,1,,,14,,,,,,,,,7,,,,,,56,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Nuevo Torino,,72,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Las Colonias,Otros,Sin Datos,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,,82070170,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
,,Progreso,82070190,,,,,,,,,,,,,,,,,,,,,,1,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Las Colonias,Providencia,82070200,,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Sa Pereyra,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,San Agustín,,,,,,,,,,,,,,,,,,,,5,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Las Colonias,San Carlos Centro,82070230,,,,,,,,21,,,,,,,,,,,,79,,,,,,96,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853
,,San Carlos Norte,82070240,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,150
SANTA FE,Las Colonias,,,,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,,,30,,,,,1,,,,,37,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,
,Las Colonias,San Jerónimo del Sauce,82070260,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,San Jerónimo Norte,,1,,,,,,,2,,,,,,,,,,,,38,,,,,,278,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Santa Clara de Buena Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Santo Domingo,82070300,,,,,,,,,,,,,,,,,,,,249,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Sarmiento,82070310,130,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,135,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,OTROS,,Sin Datos,"5,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,82084010,1,,,,,,,8,,,,,,5,,,,,558,,,,,,,945,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Albarellos,82084020,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rosario,Álvarez,82084030,,,,,,,,,,,,,,51,,,,,882,10,,,,,,,,,,,6,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,,,,,,,,,25,,,152,,,,,,57,,,,,,,,,373,,,,,,,,19,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,488"
SANTA FE,,Arbilla,82084050,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,82084060,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Arroyo Seco,82084070,,,,,,,,31,,,,,,164,,,,,2,605,,,,1,,,,14,,,138,,,15,,176,,,,,57,,,,,14,,,,,,,,,,,,,"1,908",,,,,,,,,,,,,,,,,,,,"1,157"
SANTA FE,Rosario,Carmen del Sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,82084090,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Coronel Rodolfo S. Domínguez,82084100,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Cuatro Esquinas,82084110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,82084120,,,,,,,,,,,25,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,,,,,,,,,4,,,,,,9,,,,,,,,,,,,262,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Funes,82084140,,,,2,,,1,,,,"1,993",,,,,,,,"1,912",135,,,,294,,79,,994,,,1,52,,,,968,,,,,466,,,,,5,,,,,,,,,,,,,"2,414",,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,82084150,1,,,,,,,4,,,,,,,,,508,,,23,,,,3,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Granadero Baigorria,82084160,,,,,,,,13,,,35,,,,,,,,,670,,,,,,"1,086",,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,011"
SANTA FE,,Ibarlucea,82084170,1,,,,,,,9,,,1,,,,,,17,,,,,25,,,,489,,,,,,,,,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,82084180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pérez,82084210,,,,,,,,30,,,2,,,,,,2,,,669,,,,,,"2,083",,,,,107,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rosario,Piñero (Est. Erasto),82084220,,,,,,,,1,,,,,,12,,,,,111,,,,,,,90,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SANTA FE,Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,224,,,,,2,,,,,,,,,,159,,,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,82084240,,,,,,,,,,,,,,15,,,,,102,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Pueblo Uranga,82084250,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SANTA FE,Rosario,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Rosario,82084270,,,,8,,,,,,,,,,"9,604",,,,,51,"9,948",,,,69,,,,"1,334",,,820,,,,,"13,690",,,,,"3,636",,,,,839,,,,,,,,,,,,,"100,679",,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,82084280,,,,,,,,3,,,,,,16,,,,,451,24,,,,,,,,,,,12,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Villa Amelia,82084290,,,,,,,,,,,61,,,,,,1,,,52,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Villa del Plata,82084300,,,,,,,,,,,37,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,Villa Gobernador Gálvez,,,,,,,,,,,,,,,"3,463",,,,,1,"4,653",,,,,,"2,245",,,,,704,,,,,,,,,,,,,,,346,,,,,,,,,,,,,416,,,,,,,,,,,,,,,,,,,,
SANTA FE,Rosario,,,115,,,,,,,,,,,,,8,,,,,,98,,,,,,,,,,,87,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,San Cristóbal,Aguará Grande,82091010,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Ambrosetti,82091020,,,,1,,,,,,,,,,50,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,,82091030,,,,,,,,,,,,,,130,,,,,121,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Balneario La Verde,82091040,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,Ceres,,,,,,,,,22,,,13,,,38,,,"1,624",,,,,,,,,"1,245",,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,San Cristóbal,Colonia Ana,82091070,,,,,,,,,,,,,,3,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Colonia Bossi,82091080,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,71
SANTA FE,San Cristóbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,,,,,,,,,,,,,,,,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hersilia,82091120,,,,,,,,,,,,,,3,,,,,162,2,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,San Cristóbal,Huanqueros,82091130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,La Cabral,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,La Rubia,82091150,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,,82091170,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,San Cristóbal,Moisés Ville,82091180,,,,,,,,2,,,,,,214,,,,,0,49,,,,,,,,,,,17,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SANTA FE,San Cristóbal,Monigotes,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Otros,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Palacios,82091210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,,82091220,561,,,1,,,,10,,,,,,,,,,,,690,,,,,,779,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,San Guillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,122,,,,,,,,,,,,,,9,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,
,San Cristóbal,Santurce,82091240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Cristóbal,,82091250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Suardi,82091260,,,,,,,,,,,,,,,,,,,,,,,,,,"1,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Villa Saralegui,82091270,3,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Javier,,82098010,,,,1,,,,,,,,,,,,,,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Javier,Cacique Ariacaiquín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Colonia Durán,82098030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,La Brava,82098040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Javier,,,195,,,,,,,,,,,,,386,,,,,221,,,,,,,,,,,,,,,,,94,,,,,,,,,,94,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,
SANTA FE,San Javier,,82098060,,,,,,,,,,,,,,,,,789,,215,,,,,,22,,,,,,1,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,,Arocena,82105010,400,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
